"Pressure","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.080058,1,0.19833,0.19833,0.15,0
-0.080058,1,0.19867,0.19867,0.15,0
-0.080058,1,0.199,0.199,0.15,0
-0.080058,1,0.19933,0.19933,0.15,0
-0.080058,1,0.19967,0.19967,0.15,0
-0.088044,1,0.2,0.2,0.15,0
-0.088044,1,0.20033,0.20033,0.15,0
-0.088044,1,0.20067,0.20067,0.15,0
-0.088044,1,0.201,0.201,0.15,0
-0.088044,1,0.20133,0.20133,0.15,0
-0.088044,1,0.20167,0.20167,0.15,0
-0.088044,1,0.202,0.202,0.15,0
-0.088044,1,0.20233,0.20233,0.15,0
-0.088044,1,0.20267,0.20267,0.15,0
-0.088044,1,0.203,0.203,0.15,0
-0.088044,1,0.20333,0.20333,0.15,0
-0.088044,1,0.20367,0.20367,0.15,0
-0.088044,1,0.204,0.204,0.15,0
-0.088044,1,0.20433,0.20433,0.15,0
-0.088044,1,0.20467,0.20467,0.15,0
-0.088044,1,0.205,0.205,0.15,0
-0.088044,1,0.20533,0.20533,0.15,0
-0.088044,1,0.20567,0.20567,0.15,0
-0.088044,1,0.206,0.206,0.15,0
-0.088044,1,0.20633,0.20633,0.15,0
-0.088044,1,0.20667,0.20667,0.15,0
-0.088044,1,0.207,0.207,0.15,0
-0.088044,1,0.20733,0.20733,0.15,0
-0.088044,1,0.20767,0.20767,0.15,0
-0.088044,1,0.208,0.208,0.15,0
-0.088044,1,0.20833,0.20833,0.15,0
-0.088044,1,0.20867,0.20867,0.15,0
-0.088044,1,0.209,0.209,0.15,0
-0.088044,1,0.20933,0.20933,0.15,0
-0.088044,1,0.20967,0.20967,0.15,0
-0.088044,1,0.21,0.21,0.15,0
-0.088044,1,0.21033,0.21033,0.15,0
-0.088044,1,0.21067,0.21067,0.15,0
-0.088044,1,0.211,0.211,0.15,0
-0.088044,1,0.21133,0.21133,0.15,0
-0.088044,1,0.21167,0.21167,0.15,0
-0.088044,1,0.212,0.212,0.15,0
-0.088044,1,0.21233,0.21233,0.15,0
-0.088044,1,0.21267,0.21267,0.15,0
-0.088044,1,0.213,0.213,0.15,0
-0.088044,1,0.21333,0.21333,0.15,0
-0.088044,1,0.21367,0.21367,0.15,0
-0.088044,1,0.214,0.214,0.15,0
-0.088044,1,0.21433,0.21433,0.15,0
-0.088044,1,0.21467,0.21467,0.15,0
-0.088044,1,0.215,0.215,0.15,0
-0.088044,1,0.21533,0.21533,0.15,0
-0.088044,1,0.21567,0.21567,0.15,0
-0.088044,1,0.216,0.216,0.15,0
-0.088044,1,0.21633,0.21633,0.15,0
-0.095186,1,0.21667,0.21667,0.15,0
-0.093034,1,0.217,0.217,0.15,0
-0.093034,1,0.21733,0.21733,0.15,0
-0.093034,1,0.21767,0.21767,0.15,0
-0.093034,1,0.218,0.218,0.15,0
-0.093034,1,0.21833,0.21833,0.15,0
-0.093034,1,0.21867,0.21867,0.15,0
-0.093034,1,0.219,0.219,0.15,0
-0.093034,1,0.21933,0.21933,0.15,0
-0.093034,1,0.21967,0.21967,0.15,0
-0.093034,1,0.22,0.22,0.15,0
-0.093034,1,0.22033,0.22033,0.15,0
-0.093034,1,0.22067,0.22067,0.15,0
-0.093034,1,0.221,0.221,0.15,0
-0.093034,1,0.22133,0.22133,0.15,0
-0.093034,1,0.22167,0.22167,0.15,0
-0.093034,1,0.222,0.222,0.15,0
-0.093034,1,0.22233,0.22233,0.15,0
-0.093034,1,0.22267,0.22267,0.15,0
-0.093034,1,0.223,0.223,0.15,0
-0.093034,1,0.22333,0.22333,0.15,0
-0.093034,1,0.22367,0.22367,0.15,0
-0.093034,1,0.224,0.224,0.15,0
-0.093034,1,0.22433,0.22433,0.15,0
-0.093034,1,0.22467,0.22467,0.15,0
-0.093034,1,0.225,0.225,0.15,0
-0.093034,1,0.22533,0.22533,0.15,0
-0.093034,1,0.22567,0.22567,0.15,0
-0.093034,1,0.226,0.226,0.15,0
-0.093034,1,0.22633,0.22633,0.15,0
-0.093034,1,0.22667,0.22667,0.15,0
-0.093034,1,0.227,0.227,0.15,0
-0.093034,1,0.22733,0.22733,0.15,0
-0.093034,1,0.22767,0.22767,0.15,0
-0.093034,1,0.228,0.228,0.15,0
-0.093034,1,0.22833,0.22833,0.15,0
-0.093034,1,0.22867,0.22867,0.15,0
-0.093034,1,0.229,0.229,0.15,0
-0.093034,1,0.22933,0.22933,0.15,0
-0.093034,1,0.22967,0.22967,0.15,0
-0.093034,1,0.23,0.23,0.15,0
-0.093034,1,0.23033,0.23033,0.15,0
-0.093034,1,0.23067,0.23067,0.15,0
-0.093034,1,0.231,0.231,0.15,0
-0.093034,1,0.23133,0.23133,0.15,0
-0.093034,1,0.23167,0.23167,0.15,0
-0.093034,1,0.232,0.232,0.15,0
-0.093034,1,0.23233,0.23233,0.15,0
-0.093034,1,0.23267,0.23267,0.15,0
-0.093034,1,0.233,0.233,0.15,0
-0.092593,1,0.23333,0.23333,0.15,0
-0.092593,1,0.23367,0.23367,0.15,0
-0.092593,1,0.234,0.234,0.15,0
-0.092593,1,0.23433,0.23433,0.15,0
-0.092593,1,0.23467,0.23467,0.15,0
-0.092593,1,0.235,0.235,0.15,0
-0.092593,1,0.23533,0.23533,0.15,0
-0.092593,1,0.23567,0.23567,0.15,0
-0.092593,1,0.236,0.236,0.15,0
-0.092593,1,0.23633,0.23633,0.15,0
-0.092593,1,0.23667,0.23667,0.15,0
-0.092593,1,0.237,0.237,0.15,0
-0.092593,1,0.23733,0.23733,0.15,0
-0.092593,1,0.23767,0.23767,0.15,0
-0.092593,1,0.238,0.238,0.15,0
-0.092593,1,0.23833,0.23833,0.15,0
-0.092593,1,0.23867,0.23867,0.15,0
-0.092593,1,0.239,0.239,0.15,0
-0.092593,1,0.23933,0.23933,0.15,0
-0.092593,1,0.23967,0.23967,0.15,0
-0.092593,1,0.24,0.24,0.15,0
-0.092593,1,0.24033,0.24033,0.15,0
-0.092593,1,0.24067,0.24067,0.15,0
-0.092593,1,0.241,0.241,0.15,0
-0.092593,1,0.24133,0.24133,0.15,0
-0.092593,1,0.24167,0.24167,0.15,0
-0.092593,1,0.242,0.242,0.15,0
-0.092593,1,0.24233,0.24233,0.15,0
-0.092593,1,0.24267,0.24267,0.15,0
-0.092593,1,0.243,0.243,0.15,0
-0.092593,1,0.24333,0.24333,0.15,0
-0.092593,1,0.24367,0.24367,0.15,0
-0.092593,1,0.244,0.244,0.15,0
-0.092593,1,0.24433,0.24433,0.15,0
-0.092593,1,0.24467,0.24467,0.15,0
-0.092593,1,0.245,0.245,0.15,0
-0.092593,1,0.24533,0.24533,0.15,0
-0.092593,1,0.24567,0.24567,0.15,0
-0.092593,1,0.246,0.246,0.15,0
-0.092593,1,0.24633,0.24633,0.15,0
-0.092593,1,0.24667,0.24667,0.15,0
-0.092593,1,0.247,0.247,0.15,0
-0.092593,1,0.24733,0.24733,0.15,0
-0.092593,1,0.24767,0.24767,0.15,0
-0.092593,1,0.248,0.248,0.15,0
-0.092593,1,0.24833,0.24833,0.15,0
-0.092593,1,0.24867,0.24867,0.15,0
-0.092593,1,0.249,0.249,0.15,0
-0.092593,1,0.24933,0.24933,0.15,0
-0.092593,1,0.24967,0.24967,0.15,0
-0.090092,1,0.25,0.25,0.15,0
-0.090088,1,0.25033,0.25033,0.15,0
-0.090088,1,0.25067,0.25067,0.15,0
-0.090088,1,0.251,0.251,0.15,0
-0.090088,1,0.25133,0.25133,0.15,0
-0.090088,1,0.25167,0.25167,0.15,0
-0.090088,1,0.252,0.252,0.15,0
-0.090088,1,0.25233,0.25233,0.15,0
-0.090088,1,0.25267,0.25267,0.15,0
-0.090088,1,0.253,0.253,0.15,0
-0.090088,1,0.25333,0.25333,0.15,0
-0.090088,1,0.25367,0.25367,0.15,0
-0.090088,1,0.254,0.254,0.15,0
-0.090088,1,0.25433,0.25433,0.15,0
-0.090088,1,0.25467,0.25467,0.15,0
-0.090088,1,0.255,0.255,0.15,0
-0.090088,1,0.25533,0.25533,0.15,0
-0.090088,1,0.25567,0.25567,0.15,0
-0.090088,1,0.256,0.256,0.15,0
-0.090088,1,0.25633,0.25633,0.15,0
-0.090088,1,0.25667,0.25667,0.15,0
-0.090088,1,0.257,0.257,0.15,0
-0.090088,1,0.25733,0.25733,0.15,0
-0.090088,1,0.25767,0.25767,0.15,0
-0.090088,1,0.258,0.258,0.15,0
-0.090088,1,0.25833,0.25833,0.15,0
-0.090088,1,0.25867,0.25867,0.15,0
-0.090088,1,0.259,0.259,0.15,0
-0.090088,1,0.25933,0.25933,0.15,0
-0.090088,1,0.25967,0.25967,0.15,0
-0.090088,1,0.26,0.26,0.15,0
-0.090088,1,0.26033,0.26033,0.15,0
-0.090088,1,0.26067,0.26067,0.15,0
-0.090088,1,0.261,0.261,0.15,0
-0.090088,1,0.26133,0.26133,0.15,0
-0.090088,1,0.26167,0.26167,0.15,0
-0.090088,1,0.262,0.262,0.15,0
-0.090088,1,0.26233,0.26233,0.15,0
-0.090088,1,0.26267,0.26267,0.15,0
-0.090088,1,0.263,0.263,0.15,0
-0.090088,1,0.26333,0.26333,0.15,0
-0.090088,1,0.26367,0.26367,0.15,0
-0.090088,1,0.264,0.264,0.15,0
-0.090088,1,0.26433,0.26433,0.15,0
-0.090088,1,0.26467,0.26467,0.15,0
-0.090088,1,0.265,0.265,0.15,0
-0.090088,1,0.26533,0.26533,0.15,0
-0.090088,1,0.26567,0.26567,0.15,0
-0.090088,1,0.266,0.266,0.15,0
-0.090088,1,0.26633,0.26633,0.15,0
-0.090091,1,0.26667,0.26667,0.15,0
-0.090091,1,0.267,0.267,0.15,0
-0.090091,1,0.26733,0.26733,0.15,0
-0.090091,1,0.26767,0.26767,0.15,0
-0.090091,1,0.268,0.268,0.15,0
-0.090091,1,0.26833,0.26833,0.15,0
-0.090091,1,0.26867,0.26867,0.15,0
-0.090091,1,0.269,0.269,0.15,0
-0.090091,1,0.26933,0.26933,0.15,0
-0.090091,1,0.26967,0.26967,0.15,0
-0.090091,1,0.27,0.27,0.15,0
-0.090091,1,0.27033,0.27033,0.15,0
-0.090091,1,0.27067,0.27067,0.15,0
-0.090091,1,0.271,0.271,0.15,0
-0.090091,1,0.27133,0.27133,0.15,0
-0.090091,1,0.27167,0.27167,0.15,0
-0.090091,1,0.272,0.272,0.15,0
-0.090091,1,0.27233,0.27233,0.15,0
-0.090091,1,0.27267,0.27267,0.15,0
-0.090091,1,0.273,0.273,0.15,0
-0.090091,1,0.27333,0.27333,0.15,0
-0.090091,1,0.27367,0.27367,0.15,0
-0.090091,1,0.274,0.274,0.15,0
-0.090091,1,0.27433,0.27433,0.15,0
-0.090091,1,0.27467,0.27467,0.15,0
-0.090091,1,0.275,0.275,0.15,0
-0.090091,1,0.27533,0.27533,0.15,0
-0.090091,1,0.27567,0.27567,0.15,0
-0.090091,1,0.276,0.276,0.15,0
-0.090091,1,0.27633,0.27633,0.15,0
-0.090091,1,0.27667,0.27667,0.15,0
-0.090091,1,0.277,0.277,0.15,0
-0.090091,1,0.27733,0.27733,0.15,0
-0.090091,1,0.27767,0.27767,0.15,0
-0.090091,1,0.278,0.278,0.15,0
-0.090091,1,0.27833,0.27833,0.15,0
-0.090091,1,0.27867,0.27867,0.15,0
-0.090091,1,0.279,0.279,0.15,0
-0.090091,1,0.27933,0.27933,0.15,0
-0.090091,1,0.27967,0.27967,0.15,0
-0.090091,1,0.28,0.28,0.15,0
-0.090091,1,0.28033,0.28033,0.15,0
-0.090091,1,0.28067,0.28067,0.15,0
-0.090091,1,0.281,0.281,0.15,0
-0.090091,1,0.28133,0.28133,0.15,0
-0.090091,1,0.28167,0.28167,0.15,0
-0.090091,1,0.282,0.282,0.15,0
-0.090091,1,0.28233,0.28233,0.15,0
-0.090091,1,0.28267,0.28267,0.15,0
-0.090091,1,0.283,0.283,0.15,0
-0.090094,1,0.28333,0.28333,0.15,0
-0.090098,1,0.28367,0.28367,0.15,0
-0.090098,1,0.284,0.284,0.15,0
-0.090098,1,0.28433,0.28433,0.15,0
-0.090098,1,0.28467,0.28467,0.15,0
-0.090098,1,0.285,0.285,0.15,0
-0.090098,1,0.28533,0.28533,0.15,0
-0.090098,1,0.28567,0.28567,0.15,0
-0.090098,1,0.286,0.286,0.15,0
-0.090098,1,0.28633,0.28633,0.15,0
-0.090098,1,0.28667,0.28667,0.15,0
-0.090098,1,0.287,0.287,0.15,0
-0.090098,1,0.28733,0.28733,0.15,0
-0.090098,1,0.28767,0.28767,0.15,0
-0.090098,1,0.288,0.288,0.15,0
-0.090098,1,0.28833,0.28833,0.15,0
-0.090098,1,0.28867,0.28867,0.15,0
-0.090098,1,0.289,0.289,0.15,0
-0.090098,1,0.28933,0.28933,0.15,0
-0.090098,1,0.28967,0.28967,0.15,0
-0.090098,1,0.29,0.29,0.15,0
-0.090098,1,0.29033,0.29033,0.15,0
-0.090098,1,0.29067,0.29067,0.15,0
-0.090098,1,0.291,0.291,0.15,0
-0.090098,1,0.29133,0.29133,0.15,0
-0.090098,1,0.29167,0.29167,0.15,0
-0.090098,1,0.292,0.292,0.15,0
-0.090098,1,0.29233,0.29233,0.15,0
-0.090098,1,0.29267,0.29267,0.15,0
-0.090098,1,0.293,0.293,0.15,0
-0.090098,1,0.29333,0.29333,0.15,0
-0.090098,1,0.29367,0.29367,0.15,0
-0.090098,1,0.294,0.294,0.15,0
-0.090098,1,0.29433,0.29433,0.15,0
-0.090098,1,0.29467,0.29467,0.15,0
-0.090098,1,0.295,0.295,0.15,0
-0.090098,1,0.29533,0.29533,0.15,0
-0.090098,1,0.29567,0.29567,0.15,0
-0.090098,1,0.296,0.296,0.15,0
-0.090098,1,0.29633,0.29633,0.15,0
-0.090098,1,0.29667,0.29667,0.15,0
-0.090098,1,0.297,0.297,0.15,0
-0.090098,1,0.29733,0.29733,0.15,0
-0.090098,1,0.29767,0.29767,0.15,0
-0.090098,1,0.298,0.298,0.15,0
-0.090098,1,0.29833,0.29833,0.15,0
-0.090098,1,0.29867,0.29867,0.15,0
-0.090098,1,0.299,0.299,0.15,0
-0.090098,1,0.29933,0.29933,0.15,0
-0.090098,1,0.29967,0.29967,0.15,0
-0.090103,1,0.3,0.3,0.15,0
-0.090103,1,0.30033,0.30033,0.15,0
-0.090103,1,0.30067,0.30067,0.15,0
-0.090103,1,0.301,0.301,0.15,0
-0.090103,1,0.30133,0.30133,0.15,0
-0.090103,1,0.30167,0.30167,0.15,0
-0.090103,1,0.302,0.302,0.15,0
-0.090103,1,0.30233,0.30233,0.15,0
-0.090103,1,0.30267,0.30267,0.15,0
-0.090103,1,0.303,0.303,0.15,0
-0.090103,1,0.30333,0.30333,0.15,0
-0.090103,1,0.30367,0.30367,0.15,0
-0.090103,1,0.304,0.304,0.15,0
-0.090103,1,0.30433,0.30433,0.15,0
-0.090103,1,0.30467,0.30467,0.15,0
-0.090103,1,0.305,0.305,0.15,0
-0.090103,1,0.30533,0.30533,0.15,0
-0.090103,1,0.30567,0.30567,0.15,0
-0.090103,1,0.306,0.306,0.15,0
-0.090103,1,0.30633,0.30633,0.15,0
-0.090103,1,0.30667,0.30667,0.15,0
-0.090103,1,0.307,0.307,0.15,0
-0.090103,1,0.30733,0.30733,0.15,0
-0.090103,1,0.30767,0.30767,0.15,0
-0.090103,1,0.308,0.308,0.15,0
-0.090103,1,0.30833,0.30833,0.15,0
-0.090103,1,0.30867,0.30867,0.15,0
-0.090103,1,0.309,0.309,0.15,0
-0.090103,1,0.30933,0.30933,0.15,0
-0.090103,1,0.30967,0.30967,0.15,0
-0.090103,1,0.31,0.31,0.15,0
-0.090103,1,0.31033,0.31033,0.15,0
-0.090103,1,0.31067,0.31067,0.15,0
-0.090103,1,0.311,0.311,0.15,0
-0.090103,1,0.31133,0.31133,0.15,0
-0.090103,1,0.31167,0.31167,0.15,0
-0.090103,1,0.312,0.312,0.15,0
-0.090103,1,0.31233,0.31233,0.15,0
-0.090103,1,0.31267,0.31267,0.15,0
-0.090103,1,0.313,0.313,0.15,0
-0.090103,1,0.31333,0.31333,0.15,0
-0.090103,1,0.31367,0.31367,0.15,0
-0.090103,1,0.314,0.314,0.15,0
-0.090103,1,0.31433,0.31433,0.15,0
-0.090103,1,0.31467,0.31467,0.15,0
-0.090103,1,0.315,0.315,0.15,0
-0.090103,1,0.31533,0.31533,0.15,0
-0.090103,1,0.31567,0.31567,0.15,0
-0.090103,1,0.316,0.316,0.15,0
-0.090103,1,0.31633,0.31633,0.15,0
-0.090107,1,0.31667,0.31667,0.15,0
-0.090112,1,0.317,0.317,0.15,0
-0.090112,1,0.31733,0.31733,0.15,0
-0.090112,1,0.31767,0.31767,0.15,0
-0.090112,1,0.318,0.318,0.15,0
-0.090112,1,0.31833,0.31833,0.15,0
-0.090112,1,0.31867,0.31867,0.15,0
-0.090112,1,0.319,0.319,0.15,0
-0.090112,1,0.31933,0.31933,0.15,0
-0.090112,1,0.31967,0.31967,0.15,0
-0.090112,1,0.32,0.32,0.15,0
-0.090112,1,0.32033,0.32033,0.15,0
-0.090112,1,0.32067,0.32067,0.15,0
-0.090112,1,0.321,0.321,0.15,0
-0.090112,1,0.32133,0.32133,0.15,0
-0.090112,1,0.32167,0.32167,0.15,0
-0.090112,1,0.322,0.322,0.15,0
-0.090112,1,0.32233,0.32233,0.15,0
-0.090112,1,0.32267,0.32267,0.15,0
-0.090112,1,0.323,0.323,0.15,0
-0.090112,1,0.32333,0.32333,0.15,0
-0.090112,1,0.32367,0.32367,0.15,0
-0.090112,1,0.324,0.324,0.15,0
-0.090112,1,0.32433,0.32433,0.15,0
-0.090112,1,0.32467,0.32467,0.15,0
-0.090112,1,0.325,0.325,0.15,0
-0.090112,1,0.32533,0.32533,0.15,0
-0.090112,1,0.32567,0.32567,0.15,0
-0.090112,1,0.326,0.326,0.15,0
-0.090112,1,0.32633,0.32633,0.15,0
-0.090112,1,0.32667,0.32667,0.15,0
-0.090112,1,0.327,0.327,0.15,0
-0.090112,1,0.32733,0.32733,0.15,0
-0.090112,1,0.32767,0.32767,0.15,0
-0.090112,1,0.328,0.328,0.15,0
-0.090112,1,0.32833,0.32833,0.15,0
-0.090112,1,0.32867,0.32867,0.15,0
-0.090112,1,0.329,0.329,0.15,0
-0.090112,1,0.32933,0.32933,0.15,0
-0.090112,1,0.32967,0.32967,0.15,0
-0.090112,1,0.33,0.33,0.15,0
-0.090112,1,0.33033,0.33033,0.15,0
-0.090112,1,0.33067,0.33067,0.15,0
-0.090112,1,0.331,0.331,0.15,0
-0.090112,1,0.33133,0.33133,0.15,0
-0.090112,1,0.33167,0.33167,0.15,0
-0.090112,1,0.332,0.332,0.15,0
-0.090112,1,0.33233,0.33233,0.15,0
-0.090112,1,0.33267,0.33267,0.15,0
-0.090112,1,0.333,0.333,0.15,0
nan,0,0.33333,0.33333,0.15,0
